ix,iy,x_m,y_m,depth_m
80,15,150.0,-25.0,8.5
81,15,155.0,-25.0,8.55
82,15,160.0,-25.0,8.6
83,15,165.0,-25.0,8.65
84,15,170.0,-25.0,8.7
85,15,175.0,-25.0,8.75
86,15,180.0,-25.0,8.8
87,15,185.0,-25.0,8.85
88,15,190.0,-25.0,8.9
89,15,195.0,-25.0,8.95
90,15,200.0,-25.0,9.0
91,15,205.0,-25.0,9.05
92,15,210.0,-25.0,9.1
93,15,215.0,-25.0,9.15
94,15,220.0,-25.0,9.2
95,15,225.0,-25.0,9.25
96,15,230.0,-25.0,9.3
97,15,235.0,-25.0,9.35
98,15,240.0,-25.0,9.4
99,15,245.0,-25.0,9.45
100,15,250.0,-25.0,9.5
0,16,-250.0,-20.0,4.5
1,16,-245.0,-20.0,4.55
2,16,-240.0,-20.0,4.6
3,16,-235.0,-20.0,4.65
4,16,-230.0,-20.0,4.7
5,16,-225.0,-20.0,4.75
6,16,-220.0,-20.0,4.8
7,16,-215.0,-20.0,4.85
8,16,-210.0,-20.0,4.9
9,16,-205.0,-20.0,4.95
10,16,-200.0,-20.0,5.0
11,16,-195.0,-20.0,5.05
12,16,-190.0,-20.0,5.1
13,16,-185.0,-20.0,5.15
14,16,-180.0,-20.0,5.2
15,16,-175.0,-20.0,5.25
16,16,-170.0,-20.0,5.3
17,16,-165.0,-20.0,5.35
18,16,-160.0,-20.0,5.4
19,16,-155.0,-20.0,5.45
20,16,-150.0,-20.0,5.5
21,16,-145.0,-20.0,5.55
22,16,-140.0,-20.0,5.6
23,16,-135.0,-20.0,5.65
24,16,-130.0,-20.0,5.7
25,16,-125.0,-20.0,5.75
26,16,-120.0,-20.0,5.8
27,16,-115.0,-20.0,5.85
28,16,-110.0,-20.0,5.9
29,16,-105.0,-20.0,5.95
30,16,-100.0,-20.0,6.0
31,16,-95.0,-20.0,6.05
32,16,-90.0,-20.0,6.1
33,16,-85.0,-20.0,6.15
34,16,-80.0,-20.0,6.2
35,16,-75.0,-20.0,6.25
36,16,-70.0,-20.0,6.3
37,16,-65.0,-20.0,6.35
38,16,-60.0,-20.0,6.4
39,16,-55.0,-20.0,6.45
40,16,-50.0,-20.0,6.5
41,16,-45.0,-20.0,6.55
42,16,-40.0,-20.0,6.6
43,16,-35.0,-20.0,6.65
44,16,-30.0,-20.0,6.7
45,16,-25.0,-20.0,6.75
46,16,-20.0,-20.0,6.8
47,16,-15.0,-20.0,6.85
48,16,-10.0,-20.0,6.9
49,16,-5.0,-20.0,6.95
50,16,0.0,-20.0,7.0
51,16,5.0,-20.0,7.05
52,16,10.0,-20.0,7.1
53,16,15.0,-20.0,7.15
54,16,20.0,-20.0,7.2
55,16,25.0,-20.0,7.25
56,16,30.0,-20.0,7.3
57,16,35.0,-20.0,7.35
58,16,40.0,-20.0,7.4
59,16,45.0,-20.0,7.45
60,16,50.0,-20.0,7.5
61,16,55.0,-20.0,7.55
62,16,60.0,-20.0,7.6
63,16,65.0,-20.0,7.65
64,16,70.0,-20.0,7.7
65,16,75.0,-20.0,7.75
66,16,80.0,-20.0,7.8
67,16,85.0,-20.0,7.85
68,16,90.0,-20.0,7.9
69,16,95.0,-20.0,7.95
70,16,100.0,-20.0,8.0
71,16,105.0,-20.0,8.05
72,16,110.0,-20.0,8.1
73,16,115.0,-20.0,8.15
74,16,120.0,-20.0,8.2
75,16,125.0,-20.0,8.25
76,16,130.0,-20.0,8.3
77,16,135.0,-20.0,8.35
78,16,140.0,-20.0,8.4
79,16,145.0,-20.0,8.45
80,16,150.0,-20.0,8.5
81,16,155.0,-20.0,8.55
82,16,160.0,-20.0,8.6
83,16,165.0,-20.0,8.65
84,16,170.0,-20.0,8.7
85,16,175.0,-20.0,8.75
86,16,180.0,-20.0,8.8
87,16,185.0,-20.0,8.85
88,16,190.0,-20.0,8.9
89,16,195.0,-20.0,8.95
90,16,200.0,-20.0,9.0
91,16,205.0,-20.0,9.05
92,16,210.0,-20.0,9.1
93,16,215.0,-20.0,9.15
94,16,220.0,-20.0,9.2
95,16,225.0,-20.0,9.25
96,16,230.0,-20.0,9.3
97,16,235.0,-20.0,9.35
98,16,240.0,-20.0,9.4
99,16,245.0,-20.0,9.45
100,16,250.0,-20.0,9.5
0,17,-250.0,-15.0,4.5
1,17,-245.0,-15.0,4.55
2,17,-240.0,-15.0,4.6
3,17,-235.0,-15.0,4.65
4,17,-230.0,-15.0,4.7
5,17,-225.0,-15.0,4.75
6,17,-220.0,-15.0,4.8
7,17,-215.0,-15.0,4.85
8,17,-210.0,-15.0,4.9
9,17,-205.0,-15.0,4.95
10,17,-200.0,-15.0,5.0
11,17,-195.0,-15.0,5.05
12,17,-190.0,-15.0,5.1
13,17,-185.0,-15.0,5.15
14,17,-180.0,-15.0,5.2
15,17,-175.0,-15.0,5.25
16,17,-170.0,-15.0,5.3
17,17,-165.0,-15.0,5.35
18,17,-160.0,-15.0,5.4
19,17,-155.0,-15.0,5.45
20,17,-150.0,-15.0,5.5
21,17,-145.0,-15.0,5.55
22,17,-140.0,-15.0,5.6
23,17,-135.0,-15.0,5.65
24,17,-130.0,-15.0,5.7
25,17,-125.0,-15.0,5.75
26,17,-120.0,-15.0,5.8
27,17,-115.0,-15.0,5.85
28,17,-110.0,-15.0,5.9
29,17,-105.0,-15.0,5.95
30,17,-100.0,-15.0,6.0
31,17,-95.0,-15.0,6.05
32,17,-90.0,-15.0,6.1
33,17,-85.0,-15.0,6.15
34,17,-80.0,-15.0,6.2
35,17,-75.0,-15.0,6.25
36,17,-70.0,-15.0,6.3
37,17,-65.0,-15.0,6.35
38,17,-60.0,-15.0,6.4
39,17,-55.0,-15.0,6.45
40,17,-50.0,-15.0,6.5
41,17,-45.0,-15.0,6.55
42,17,-40.0,-15.0,6.6
43,17,-35.0,-15.0,6.65
44,17,-30.0,-15.0,6.7
45,17,-25.0,-15.0,6.75
46,17,-20.0,-15.0,6.8
47,17,-15.0,-15.0,6.85
48,17,-10.0,-15.0,6.9
49,17,-5.0,-15.0,6.95
50,17,0.0,-15.0,7.0
51,17,5.0,-15.0,7.05
52,17,10.0,-15.0,7.1
53,17,15.0,-15.0,7.15
54,17,20.0,-15.0,7.2
55,17,25.0,-15.0,7.25
56,17,30.0,-15.0,7.3
57,17,35.0,-15.0,7.35
58,17,40.0,-15.0,7.4
59,17,45.0,-15.0,7.45
60,17,50.0,-15.0,7.5
61,17,55.0,-15.0,7.55
62,17,60.0,-15.0,7.6
63,17,65.0,-15.0,7.65
64,17,70.0,-15.0,7.7
65,17,75.0,-15.0,7.75
66,17,80.0,-15.0,7.8
67,17,85.0,-15.0,7.85
68,17,90.0,-15.0,7.9
69,17,95.0,-15.0,7.95
70,17,100.0,-15.0,8.0
71,17,105.0,-15.0,8.05
72,17,110.0,-15.0,8.1
73,17,115.0,-15.0,8.15
74,17,120.0,-15.0,8.2
75,17,125.0,-15.0,8.25
76,17,130.0,-15.0,8.3
77,17,135.0,-15.0,8.35
78,17,140.0,-15.0,8.4
79,17,145.0,-15.0,8.45
80,17,150.0,-15.0,8.5
81,17,155.0,-15.0,8.55
82,17,160.0,-15.0,8.6
83,17,165.0,-15.0,8.65
84,17,170.0,-15.0,8.7
85,17,175.0,-15.0,8.75
86,17,180.0,-15.0,8.8
87,17,185.0,-15.0,8.85
88,17,190.0,-15.0,8.9
89,17,195.0,-15.0,8.95
90,17,200.0,-15.0,9.0
91,17,205.0,-15.0,9.05
92,17,210.0,-15.0,9.1
93,17,215.0,-15.0,9.15
94,17,220.0,-15.0,9.2
95,17,225.0,-15.0,9.25
96,17,230.0,-15.0,9.3
97,17,235.0,-15.0,9.35
98,17,240.0,-15.0,9.4
99,17,245.0,-15.0,9.45
100,17,250.0,-15.0,9.5
0,18,-250.0,-10.0,4.5
1,18,-245.0,-10.0,4.55
2,18,-240.0,-10.0,4.6
3,18,-235.0,-10.0,4.65
4,18,-230.0,-10.0,4.7
5,18,-225.0,-10.0,4.75
6,18,-220.0,-10.0,4.8
7,18,-215.0,-10.0,4.85
8,18,-210.0,-10.0,4.9
9,18,-205.0,-10.0,4.95
10,18,-200.0,-10.0,5.0
11,18,-195.0,-10.0,5.05
12,18,-190.0,-10.0,5.1
13,18,-185.0,-10.0,5.15
14,18,-180.0,-10.0,5.2
15,18,-175.0,-10.0,5.25
16,18,-170.0,-10.0,5.3
17,18,-165.0,-10.0,5.35
18,18,-160.0,-10.0,5.4
19,18,-155.0,-10.0,5.45
20,18,-150.0,-10.0,5.5
21,18,-145.0,-10.0,5.55
22,18,-140.0,-10.0,5.6
23,18,-135.0,-10.0,5.65
24,18,-130.0,-10.0,5.7
25,18,-125.0,-10.0,5.75
26,18,-120.0,-10.0,5.8
27,18,-115.0,-10.0,5.85
28,18,-110.0,-10.0,5.9
29,18,-105.0,-10.0,5.95
30,18,-100.0,-10.0,6.0
31,18,-95.0,-10.0,6.05
32,18,-90.0,-10.0,6.1
33,18,-85.0,-10.0,6.15
34,18,-80.0,-10.0,6.2
35,18,-75.0,-10.0,6.25
36,18,-70.0,-10.0,6.3
37,18,-65.0,-10.0,6.35
38,18,-60.0,-10.0,6.4
39,18,-55.0,-10.0,6.45
40,18,-50.0,-10.0,6.5
41,18,-45.0,-10.0,6.55
42,18,-40.0,-10.0,6.6
43,18,-35.0,-10.0,6.65
44,18,-30.0,-10.0,6.7
45,18,-25.0,-10.0,6.75
46,18,-20.0,-10.0,6.8
47,18,-15.0,-10.0,6.85
48,18,-10.0,-10.0,6.9
49,18,-5.0,-10.0,6.95
50,18,0.0,-10.0,7.0
51,18,5.0,-10.0,7.05
52,18,10.0,-10.0,7.1
53,18,15.0,-10.0,7.15
54,18,20.0,-10.0,7.2
55,18,25.0,-10.0,7.25
56,18,30.0,-10.0,7.3
57,18,35.0,-10.0,7.35
58,18,40.0,-10.0,7.4
59,18,45.0,-10.0,7.45
60,18,50.0,-10.0,7.5
61,18,55.0,-10.0,7.55
62,18,60.0,-10.0,7.6
63,18,65.0,-10.0,7.65
64,18,70.0,-10.0,7.7
65,18,75.0,-10.0,7.75
66,18,80.0,-10.0,7.8
67,18,85.0,-10.0,7.85
68,18,90.0,-10.0,7.9
69,18,95.0,-10.0,7.95
70,18,100.0,-10.0,8.0
71,18,105.0,-10.0,8.05
72,18,110.0,-10.0,8.1
73,18,115.0,-10.0,8.15
74,18,120.0,-10.0,8.2
75,18,125.0,-10.0,8.25
76,18,130.0,-10.0,8.3
77,18,135.0,-10.0,8.35
78,18,140.0,-10.0,8.4
79,18,145.0,-10.0,8.45
80,18,150.0,-10.0,8.5
81,18,155.0,-10.0,8.55
82,18,160.0,-10.0,8.6
83,18,165.0,-10.0,8.65
84,18,170.0,-10.0,8.7
85,18,175.0,-10.0,8.75
86,18,180.0,-10.0,8.8
87,18,185.0,-10.0,8.85
88,18,190.0,-10.0,8.9
89,18,195.0,-10.0,8.95
90,18,200.0,-10.0,9.0
91,18,205.0,-10.0,9.05
92,18,210.0,-10.0,9.1
93,18,215.0,-10.0,9.15
94,18,220.0,-10.0,9.2
95,18,225.0,-10.0,9.25
96,18,230.0,-10.0,9.3
97,18,235.0,-10.0,9.35
98,18,240.0,-10.0,9.4
99,18,245.0,-10.0,9.45
100,18,250.0,-10.0,9.5
0,19,-250.0,-5.0,4.5
1,19,-245.0,-5.0,4.55
2,19,-240.0,-5.0,4.6
3,19,-235.0,-5.0,4.65
4,19,-230.0,-5.0,4.7
5,19,-225.0,-5.0,4.75
6,19,-220.0,-5.0,4.8
7,19,-215.0,-5.0,4.85
8,19,-210.0,-5.0,4.9
9,19,-205.0,-5.0,4.95
10,19,-200.0,-5.0,5.0
11,19,-195.0,-5.0,5.05
12,19,-190.0,-5.0,5.1
13,19,-185.0,-5.0,5.15
14,19,-180.0,-5.0,5.2
15,19,-175.0,-5.0,5.25
16,19,-170.0,-5.0,5.3
17,19,-165.0,-5.0,5.35
18,19,-160.0,-5.0,5.4
19,19,-155.0,-5.0,5.45
20,19,-150.0,-5.0,5.5
21,19,-145.0,-5.0,5.55
22,19,-140.0,-5.0,5.6
23,19,-135.0,-5.0,5.65
24,19,-130.0,-5.0,5.7
25,19,-125.0,-5.0,5.75
26,19,-120.0,-5.0,5.8
27,19,-115.0,-5.0,5.85
28,19,-110.0,-5.0,5.9
29,19,-105.0,-5.0,5.95
30,19,-100.0,-5.0,6.0
31,19,-95.0,-5.0,6.05
32,19,-90.0,-5.0,6.1
33,19,-85.0,-5.0,6.15
34,19,-80.0,-5.0,6.2
35,19,-75.0,-5.0,6.25
36,19,-70.0,-5.0,6.3
37,19,-65.0,-5.0,6.35
38,19,-60.0,-5.0,6.4
39,19,-55.0,-5.0,6.45
40,19,-50.0,-5.0,6.5
41,19,-45.0,-5.0,6.55
42,19,-40.0,-5.0,6.6
43,19,-35.0,-5.0,6.65
44,19,-30.0,-5.0,6.7
45,19,-25.0,-5.0,6.75
46,19,-20.0,-5.0,6.8
47,19,-15.0,-5.0,6.85
48,19,-10.0,-5.0,6.9
49,19,-5.0,-5.0,6.95
50,19,0.0,-5.0,7.0
51,19,5.0,-5.0,7.05
52,19,10.0,-5.0,7.1
53,19,15.0,-5.0,7.15
54,19,20.0,-5.0,7.2
55,19,25.0,-5.0,7.25
56,19,30.0,-5.0,7.3
57,19,35.0,-5.0,7.35
58,19,40.0,-5.0,7.4
59,19,45.0,-5.0,7.45
60,19,50.0,-5.0,7.5
61,19,55.0,-5.0,7.55
62,19,60.0,-5.0,7.6
63,19,65.0,-5.0,7.65
64,19,70.0,-5.0,7.7
65,19,75.0,-5.0,7.75
66,19,80.0,-5.0,7.8
67,19,85.0,-5.0,7.85
68,19,90.0,-5.0,7.9
69,19,95.0,-5.0,7.95
70,19,100.0,-5.0,8.0
71,19,105.0,-5.0,8.05
72,19,110.0,-5.0,8.1
73,19,115.0,-5.0,8.15
74,19,120.0,-5.0,8.2
75,19,125.0,-5.0,8.25
76,19,130.0,-5.0,8.3
77,19,135.0,-5.0,8.35
78,19,140.0,-5.0,8.4
79,19,145.0,-5.0,8.45
80,19,150.0,-5.0,8.5
81,19,155.0,-5.0,8.55
82,19,160.0,-5.0,8.6
83,19,165.0,-5.0,8.65
84,19,170.0,-5.0,8.7
85,19,175.0,-5.0,8.75
86,19,180.0,-5.0,8.8
87,19,185.0,-5.0,8.85
88,19,190.0,-5.0,8.9
89,19,195.0,-5.0,8.95
90,19,200.0,-5.0,9.0
91,19,205.0,-5.0,9.05
92,19,210.0,-5.0,9.1
93,19,215.0,-5.0,9.15
94,19,220.0,-5.0,9.2
95,19,225.0,-5.0,9.25
96,19,230.0,-5.0,9.3
97,19,235.0,-5.0,9.35
98,19,240.0,-5.0,9.4
99,19,245.0,-5.0,9.45
100,19,250.0,-5.0,9.5
0,20,-250.0,0.0,4.5
1,20,-245.0,0.0,4.55
2,20,-240.0,0.0,4.6
3,20,-235.0,0.0,4.65
4,20,-230.0,0.0,4.7
5,20,-225.0,0.0,4.75
6,20,-220.0,0.0,4.8
7,20,-215.0,0.0,4.85
8,20,-210.0,0.0,4.9
9,20,-205.0,0.0,4.95
10,20,-200.0,0.0,5.0
11,20,-195.0,0.0,5.05
12,20,-190.0,0.0,5.1
13,20,-185.0,0.0,5.15
14,20,-180.0,0.0,5.2
15,20,-175.0,0.0,5.25
16,20,-170.0,0.0,5.3
17,20,-165.0,0.0,5.35
18,20,-160.0,0.0,5.4
19,20,-155.0,0.0,5.45
20,20,-150.0,0.0,5.5
21,20,-145.0,0.0,5.55
22,20,-140.0,0.0,5.6
23,20,-135.0,0.0,5.65
24,20,-130.0,0.0,5.7
25,20,-125.0,0.0,5.75
26,20,-120.0,0.0,5.8
27,20,-115.0,0.0,5.85
28,20,-110.0,0.0,5.9
29,20,-105.0,0.0,5.95
30,20,-100.0,0.0,6.0
31,20,-95.0,0.0,6.05
32,20,-90.0,0.0,6.1
33,20,-85.0,0.0,6.15
34,20,-80.0,0.0,6.2
35,20,-75.0,0.0,6.25
36,20,-70.0,0.0,6.3
37,20,-65.0,0.0,6.35
38,20,-60.0,0.0,6.4
39,20,-55.0,0.0,6.45
40,20,-50.0,0.0,6.5
41,20,-45.0,0.0,6.55
42,20,-40.0,0.0,6.6
43,20,-35.0,0.0,6.65
44,20,-30.0,0.0,6.7
45,20,-25.0,0.0,6.75
46,20,-20.0,0.0,6.8
47,20,-15.0,0.0,6.85
48,20,-10.0,0.0,6.9
49,20,-5.0,0.0,6.95
50,20,0.0,0.0,7.0
51,20,5.0,0.0,7.05
52,20,10.0,0.0,7.1
53,20,15.0,0.0,7.15
54,20,20.0,0.0,7.2
55,20,25.0,0.0,7.25
56,20,30.0,0.0,7.3
57,20,35.0,0.0,7.35
58,20,40.0,0.0,7.4
59,20,45.0,0.0,7.45
60,20,50.0,0.0,7.5
61,20,55.0,0.0,7.55
62,20,60.0,0.0,7.6
63,20,65.0,0.0,7.65
64,20,70.0,0.0,7.7
65,20,75.0,0.0,7.75
66,20,80.0,0.0,7.8
67,20,85.0,0.0,7.85
68,20,90.0,0.0,7.9
69,20,95.0,0.0,7.95
70,20,100.0,0.0,8.0
71,20,105.0,0.0,8.05
72,20,110.0,0.0,8.1
73,20,115.0,0.0,8.15
74,20,120.0,0.0,8.2
75,20,125.0,0.0,8.25
76,20,130.0,0.0,8.3
77,20,135.0,0.0,8.35
78,20,140.0,0.0,8.4
79,20,145.0,0.0,8.45
80,20,150.0,0.0,8.5
81,20,155.0,0.0,8.55
82,20,160.0,0.0,8.6
83,20,165.0,0.0,8.65
84,20,170.0,0.0,8.7
85,20,175.0,0.0,8.75
86,20,180.0,0.0,8.8
87,20,185.0,0.0,8.85
88,20,190.0,0.0,8.9
89,20,195.0,0.0,8.95
90,20,200.0,0.0,9.0
91,20,205.0,0.0,9.05
92,20,210.0,0.0,9.1
93,20,215.0,0.0,9.15
94,20,220.0,0.0,9.2
95,20,225.0,0.0,9.25
96,20,230.0,0.0,9.3
97,20,235.0,0.0,9.35
98,20,240.0,0.0,9.4
99,20,245.0,0.0,9.45
100,20,250.0,0.0,9.5
0,21,-250.0,5.0,4.5
1,21,-245.0,5.0,4.55
2,21,-240.0,5.0,4.6
3,21,-235.0,5.0,4.65
4,21,-230.0,5.0,4.7
5,21,-225.0,5.0,4.75
6,21,-220.0,5.0,4.8
7,21,-215.0,5.0,4.85
8,21,-210.0,5.0,4.9
9,21,-205.0,5.0,4.95
10,21,-200.0,5.0,5.0
11,21,-195.0,5.0,5.05
12,21,-190.0,5.0,5.1
13,21,-185.0,5.0,5.15
14,21,-180.0,5.0,5.2
15,21,-175.0,5.0,5.25
16,21,-170.0,5.0,5.3
17,21,-165.0,5.0,5.35
18,21,-160.0,5.0,5.4
19,21,-155.0,5.0,5.45
20,21,-150.0,5.0,5.5
21,21,-145.0,5.0,5.55
22,21,-140.0,5.0,5.6
23,21,-135.0,5.0,5.65
24,21,-130.0,5.0,5.7
25,21,-125.0,5.0,5.75
26,21,-120.0,5.0,5.8
27,21,-115.0,5.0,5.85
28,21,-110.0,5.0,5.9
29,21,-105.0,5.0,5.95
30,21,-100.0,5.0,6.0
31,21,-95.0,5.0,6.05
32,21,-90.0,5.0,6.1
33,21,-85.0,5.0,6.15
34,21,-80.0,5.0,6.2
35,21,-75.0,5.0,6.25
36,21,-70.0,5.0,6.3
37,21,-65.0,5.0,6.35
38,21,-60.0,5.0,6.4
39,21,-55.0,5.0,6.45
40,21,-50.0,5.0,6.5
41,21,-45.0,5.0,6.55
42,21,-40.0,5.0,6.6
43,21,-35.0,5.0,6.65
44,21,-30.0,5.0,6.7
45,21,-25.0,5.0,6.75
46,21,-20.0,5.0,6.8
47,21,-15.0,5.0,6.85
48,21,-10.0,5.0,6.9
49,21,-5.0,5.0,6.95
50,21,0.0,5.0,7.0
51,21,5.0,5.0,7.05
52,21,10.0,5.0,7.1
53,21,15.0,5.0,7.15
54,21,20.0,5.0,7.2
55,21,25.0,5.0,7.25
56,21,30.0,5.0,7.3
57,21,35.0,5.0,7.35
58,21,40.0,5.0,7.4
59,21,45.0,5.0,7.45
60,21,50.0,5.0,7.5
61,21,55.0,5.0,7.55
62,21,60.0,5.0,7.6
63,21,65.0,5.0,7.65
64,21,70.0,5.0,7.7
65,21,75.0,5.0,7.75
66,21,80.0,5.0,7.8
67,21,85.0,5.0,7.85
68,21,90.0,5.0,7.9
69,21,95.0,5.0,7.95
70,21,100.0,5.0,8.0
71,21,105.0,5.0,8.05
72,21,110.0,5.0,8.1
73,21,115.0,5.0,8.15
74,21,120.0,5.0,8.2
75,21,125.0,5.0,8.25
76,21,130.0,5.0,8.3
77,21,135.0,5.0,8.35
78,21,140.0,5.0,8.4
79,21,145.0,5.0,8.45
80,21,150.0,5.0,8.5
81,21,155.0,5.0,8.55
82,21,160.0,5.0,8.6
83,21,165.0,5.0,8.65
84,21,170.0,5.0,8.7
85,21,175.0,5.0,8.75
86,21,180.0,5.0,8.8
87,21,185.0,5.0,8.85
88,21,190.0,5.0,8.9
89,21,195.0,5.0,8.95
90,21,200.0,5.0,9.0
91,21,205.0,5.0,9.05
92,21,210.0,5.0,9.1
93,21,215.0,5.0,9.15
94,21,220.0,5.0,9.2
95,21,225.0,5.0,9.25
96,21,230.0,5.0,9.3
97,21,235.0,5.0,9.35
98,21,240.0,5.0,9.4
99,21,245.0,5.0,9.45
100,21,250.0,5.0,9.5
0,22,-250.0,10.0,4.5
1,22,-245.0,10.0,4.55
2,22,-240.0,10.0,4.6
3,22,-235.0,10.0,4.65
4,22,-230.0,10.0,4.7
5,22,-225.0,10.0,4.75
6,22,-220.0,10.0,4.8
7,22,-215.0,10.0,4.85
8,22,-210.0,10.0,4.9
9,22,-205.0,10.0,4.95
10,22,-200.0,10.0,5.0
11,22,-195.0,10.0,5.05
12,22,-190.0,10.0,5.1
13,22,-185.0,10.0,5.15
14,22,-180.0,10.0,5.2
15,22,-175.0,10.0,5.25
16,22,-170.0,10.0,5.3
17,22,-165.0,10.0,5.35
18,22,-160.0,10.0,5.4
19,22,-155.0,10.0,5.45
20,22,-150.0,10.0,5.5
21,22,-145.0,10.0,5.55
22,22,-140.0,10.0,5.6
23,22,-135.0,10.0,5.65
24,22,-130.0,10.0,5.7
25,22,-125.0,10.0,5.75
26,22,-120.0,10.0,5.8
27,22,-115.0,10.0,5.85
28,22,-110.0,10.0,5.9
29,22,-105.0,10.0,5.95
30,22,-100.0,10.0,6.0
31,22,-95.0,10.0,6.05
32,22,-90.0,10.0,6.1
33,22,-85.0,10.0,6.15
34,22,-80.0,10.0,6.2
35,22,-75.0,10.0,6.25
36,22,-70.0,10.0,6.3
37,22,-65.0,10.0,6.35
38,22,-60.0,10.0,6.4
39,22,-55.0,10.0,6.45
40,22,-50.0,10.0,6.5
41,22,-45.0,10.0,6.55
42,22,-40.0,10.0,6.6
43,22,-35.0,10.0,6.65
44,22,-30.0,10.0,6.7
45,22,-25.0,10.0,6.75
46,22,-20.0,10.0,6.8
47,22,-15.0,10.0,6.85
48,22,-10.0,10.0,6.9
49,22,-5.0,10.0,6.95
50,22,0.0,10.0,7.0
51,22,5.0,10.0,7.05
52,22,10.0,10.0,7.1
53,22,15.0,10.0,7.15
54,22,20.0,10.0,7.2
55,22,25.0,10.0,7.25
56,22,30.0,10.0,7.3
57,22,35.0,10.0,7.35
58,22,40.0,10.0,7.4
59,22,45.0,10.0,7.45
60,22,50.0,10.0,7.5
61,22,55.0,10.0,7.55
62,22,60.0,10.0,7.6
63,22,65.0,10.0,7.65
64,22,70.0,10.0,7.7
65,22,75.0,10.0,7.75
66,22,80.0,10.0,7.8
67,22,85.0,10.0,7.85
68,22,90.0,10.0,7.9
69,22,95.0,10.0,7.95
70,22,100.0,10.0,8.0
71,22,105.0,10.0,8.05
72,22,110.0,10.0,8.1
73,22,115.0,10.0,8.15
74,22,120.0,10.0,8.2
75,22,125.0,10.0,8.25
76,22,130.0,10.0,8.3
77,22,135.0,10.0,8.35
78,22,140.0,10.0,8.4
79,22,145.0,10.0,8.45
80,22,150.0,10.0,8.5
81,22,155.0,10.0,8.55
82,22,160.0,10.0,8.6
83,22,165.0,10.0,8.65
84,22,170.0,10.0,8.7
85,22,175.0,10.0,8.75
86,22,180.0,10.0,8.8
87,22,185.0,10.0,8.85
88,22,190.0,10.0,8.9
89,22,195.0,10.0,8.95
90,22,200.0,10.0,9.0
91,22,205.0,10.0,9.05
92,22,210.0,10.0,9.1
93,22,215.0,10.0,9.15
94,22,220.0,10.0,9.2
95,22,225.0,10.0,9.25
96,22,230.0,10.0,9.3
97,22,235.0,10.0,9.35
98,22,240.0,10.0,9.4
99,22,245.0,10.0,9.45
100,22,250.0,10.0,9.5
0,23,-250.0,15.0,4.5
1,23,-245.0,15.0,4.55
2,23,-240.0,15.0,4.6
3,23,-235.0,15.0,4.65
4,23,-230.0,15.0,4.7
5,23,-225.0,15.0,4.75
6,23,-220.0,15.0,4.8
7,23,-215.0,15.0,4.85
8,23,-210.0,15.0,4.9
9,23,-205.0,15.0,4.95
10,23,-200.0,15.0,5.0
11,23,-195.0,15.0,5.05
12,23,-190.0,15.0,5.1
13,23,-185.0,15.0,5.15
14,23,-180.0,15.0,5.2
15,23,-175.0,15.0,5.25
16,23,-170.0,15.0,5.3
17,23,-165.0,15.0,5.35
18,23,-160.0,15.0,5.4
19,23,-155.0,15.0,5.45
20,23,-150.0,15.0,5.5
21,23,-145.0,15.0,5.55
22,23,-140.0,15.0,5.6
23,23,-135.0,15.0,5.65
24,23,-130.0,15.0,5.7
25,23,-125.0,15.0,5.75
26,23,-120.0,15.0,5.8
27,23,-115.0,15.0,5.85
28,23,-110.0,15.0,5.9
29,23,-105.0,15.0,5.95
30,23,-100.0,15.0,6.0
31,23,-95.0,15.0,6.05
32,23,-90.0,15.0,6.1
33,23,-85.0,15.0,6.15
34,23,-80.0,15.0,6.2
35,23,-75.0,15.0,6.25
36,23,-70.0,15.0,6.3
37,23,-65.0,15.0,6.35
38,23,-60.0,15.0,6.4
39,23,-55.0,15.0,6.45
40,23,-50.0,15.0,6.5
41,23,-45.0,15.0,6.55
42,23,-40.0,15.0,6.6
43,23,-35.0,15.0,6.65
44,23,-30.0,15.0,6.7
45,23,-25.0,15.0,6.75
46,23,-20.0,15.0,6.8
47,23,-15.0,15.0,6.85
48,23,-10.0,15.0,6.9
49,23,-5.0,15.0,6.95
50,23,0.0,15.0,7.0
51,23,5.0,15.0,7.05
52,23,10.0,15.0,7.1
53,23,15.0,15.0,7.15
54,23,20.0,15.0,7.2
55,23,25.0,15.0,7.25
56,23,30.0,15.0,7.3
57,23,35.0,15.0,7.35
58,23,40.0,15.0,7.4
59,23,45.0,15.0,7.45
60,23,50.0,15.0,7.5
61,23,55.0,15.0,7.55
62,23,60.0,15.0,7.6
63,23,65.0,15.0,7.65
64,23,70.0,15.0,7.7
65,23,75.0,15.0,7.75
66,23,80.0,15.0,7.8
67,23,85.0,15.0,7.85
68,23,90.0,15.0,7.9
69,23,95.0,15.0,7.95
70,23,100.0,15.0,8.0
71,23,105.0,15.0,8.05
72,23,110.0,15.0,8.1
73,23,115.0,15.0,8.15
74,23,120.0,15.0,8.2
75,23,125.0,15.0,8.25
76,23,130.0,15.0,8.3
77,23,135.0,15.0,8.35
78,23,140.0,15.0,8.4
79,23,145.0,15.0,8.45
80,23,150.0,15.0,8.5
81,23,155.0,15.0,8.55
82,23,160.0,15.0,8.6
83,23,165.0,15.0,8.65
84,23,170.0,15.0,8.7
85,23,175.0,15.0,8.75
86,23,180.0,15.0,8.8
87,23,185.0,15.0,8.85
88,23,190.0,15.0,8.9
89,23,195.0,15.0,8.95
90,23,200.0,15.0,9.0
91,23,205.0,15.0,9.05
92,23,210.0,15.0,9.1
93,23,215.0,15.0,9.15
